TIME	M_POS	M_VEL	M_VOLT	S_POS	S_VEL	S_VOLT	VOLT_REF
15.8795	50.6794	-10.3922	-1.18439	46.9028	-11.5143	-1.38494	-0.746505
15.88	50.6743	-10.3681	-0.229712	46.8969	-11.5501	-2.07191	-0.746505
15.8805	50.669	-10.3847	-1.21875	46.8913	-11.5063	-1.17703	-0.746505
15.881	50.6639	-10.371	-1.77409	46.8856	-11.4875	-0.301521	-0.746505
15.8815	50.6535	-10.3599	-0.556028	46.874	-11.5255	-1.5591	-0.746505
15.882	50.6482	-10.3963	-1.7416	46.8682	-11.5318	-2.06745	-0.746505
15.8825	50.6431	-10.3809	-1.38486	46.8625	-11.5093	-0.892568	-0.746505
15.883	50.6378	-10.4142	-0.0858254	46.8567	-11.5272	-0.256862	-0.746505
15.8835	50.6275	-10.4036	-2.12031	46.8452	-11.5134	-1.74105	-0.746505
15.884	50.6223	-10.3965	-0.272835	46.8394	-11.54	-1.98725	-0.746505
15.8845	50.6171	-10.3997	-0.581633	46.8336	-11.5349	-0.699371	-0.746505
15.885	50.6119	-10.4024	-1.82631	46.8279	-11.5398	-0.243093	-0.746505
15.8855	50.6067	-10.3861	-1.17546	46.8222	-11.4976	-1.03276	-0.746505
15.886	50.6015	-10.4094	-0.220034	46.8165	-11.5079	-1.85289	-0.746505
15.8865	50.5912	-10.3895	-1.76984	46.8049	-11.5191	-0.438559	-0.746505
15.887	50.5859	-10.4122	-0.589641	46.799	-11.5542	-0.276871	-0.746505
15.8875	50.5807	-10.4224	-0.47133	46.7934	-11.5192	-1.21575	-0.746505
15.888	50.5757	-10.3475	-1.74462	46.7876	-11.5171	-1.91384	-0.746505
15.8885	50.5704	-10.3949	-1.53531	46.7818	-11.5339	-1.64285	-0.746505
15.889	50.56	-10.4014	-1.24099	46.7702	-11.5713	-0.340696	-0.746505
15.8895	50.5548	-10.3853	-1.95821	46.7645	-11.5338	-1.39762	-0.746505
15.89	50.5496	-10.4086	-0.378966	46.7587	-11.5389	-1.93084	-0.746505
15.8905	50.5443	-10.4193	-0.489295	46.753	-11.5432	-1.45747	-0.746505
15.891	50.5393	-10.3727	-1.97627	46.7472	-11.5469	-0.22561	-0.746505
15.8915	50.534	-10.3979	-1.12663	46.7413	-11.5687	-0.431087	-0.746505
15.892	50.5231	-10.5443	-0.908268	46.7293	-11.7256	-1.87708	-0.746505
15.8925	50.5185	-10.3495	-1.74461	46.7242	-11.5077	-1.20033	-0.746505
15.893	50.5132	-10.3966	-0.654367	46.7184	-11.5166	-0.156363	-0.746505
15.8935	50.508	-10.3905	-0.491402	46.7125	-11.5613	-0.542727	-0.746505
15.894	50.5028	-10.4038	-1.73186	46.7067	-11.5531	-1.67416	-0.746505
15.8945	50.4922	-10.4717	-0.085879	46.695	-11.6001	-1.22242	-0.746505
15.895	50.4872	-10.3989	-1.13159	46.6895	-11.5119	-0.149038	-0.746505
15.8955	50.4821	-10.3646	-2.0994	46.6837	-11.5388	-0.727278	-0.746505
15.896	50.4769	-10.3817	-0.250533	46.6779	-11.5524	-1.85531	-0.746505
15.8965	50.4717	-10.3777	-0.61982	46.6722	-11.5362	-1.76379	-0.746505
15.897	50.4614	-10.3476	-1.04001	46.6607	-11.5213	-0.189749	-0.746505
15.8975	50.4561	-10.4043	-0.217266	46.6549	-11.5375	-0.911009	-0.746505
15.898	50.4506	-10.4807	-1.07458	46.6488	-11.635	-1.85992	-0.746505
15.8985	50.4459	-10.3322	-1.70583	46.6435	-11.4767	-1.46821	-0.746505
